video_id,timestamp,rgb,depth,confidence,intrinsics,pose_timestamp,pose_delta_s,intrinsics_timestamp,intrinsics_delta_s,width,height,fx,fy,cx,cy,c2w_00,c2w_01,c2w_02,c2w_03,c2w_10,c2w_11,c2w_12,c2w_13,c2w_20,c2w_21,c2w_22,c2w_23,c2w_30,c2w_31,c2w_32,c2w_33,keyframe_index,camera_center_x,camera_center_y,camera_center_z,v1_group_id,v1_group_hash,v1_group_member_count
42899163,182678.748,lowres_wide/42899163_182678.748.png,lowres_depth/42899163_182678.748.png,confidence/42899163_182678.748.png,lowres_wide_intrinsics/42899163_182678.748.pincam,182678.74830871,0.00030871,182678.748,0.000,256,192,212.69,212.69,127.091,98.9421,-0.00452872067954,-0.99983593058,-0.017538603444,0.0550964978647,-0.877120572307,-0.00445140370578,0.480249608683,0.0473279633397,-0.480248885813,0.0175583862244,-0.876956504479,0.0235291603872,0,0,0,1,0,0.055096497865,0.047327963340,0.023529160387,0,e2d3cc2730b5ec0ba6ca6582924db4bd98fd411bc0b6bb5f5ebad23890700b63,136
42899163,182679.531,lowres_wide/42899163_182679.531.png,lowres_depth/42899163_182679.531.png,confidence/42899163_182679.531.png,lowres_wide_intrinsics/42899163_182679.531.pincam,182679.53131721,0.00031721,182679.531,0.000,256,192,212.69,212.69,127.038,98.9464,-0.0012600677285,-0.99910125256,-0.0423686129354,0.0547409595757,-0.820754551759,-0.0231710840819,0.57081088517,0.0553888696842,-0.571279597041,0.0354934922939,-0.819987703572,0.114504974643,0,0,0,1,1,0.054740959576,0.055388869684,0.114504974643,0,e2d3cc2730b5ec0ba6ca6582924db4bd98fd411bc0b6bb5f5ebad23890700b63,136
42899163,182679.931,lowres_wide/42899163_182679.931.png,lowres_depth/42899163_182679.931.png,confidence/42899163_182679.931.png,lowres_wide_intrinsics/42899163_182679.931.pincam,182679.93115121,0.00015121,182679.931,0.000,256,192,212.811,212.811,126.957,98.9459,0.00451147785192,-0.997378456487,-0.0722209187354,0.0504864806274,-0.699848712522,-0.0547359196224,0.712190816204,0.0477308236836,-0.714276855392,0.0473306839005,-0.698260968559,0.220227509752,0,0,0,1,2,0.050486480627,0.047730823684,0.220227509752,0,e2d3cc2730b5ec0ba6ca6582924db4bd98fd411bc0b6bb5f5ebad23890700b63,136
42899163,182680.231,lowres_wide/42899163_182680.231.png,lowres_depth/42899163_182680.231.png,confidence/42899163_182680.231.png,lowres_wide_intrinsics/42899163_182680.231.pincam,182680.23102654,0.00002654,182680.231,0.000,256,192,212.811,212.811,126.909,98.9457,0.0354344483266,-0.989066032768,-0.143153004498,0.0384083470928,-0.587548616455,-0.13648989917,0.797594590457,0.0293711318008,-0.808412656491,0.0558470254333,-0.585960823414,0.30011901569,0,0,0,1,3,0.038408347093,0.029371131801,0.300119015690,0,e2d3cc2730b5ec0ba6ca6582924db4bd98fd411bc0b6bb5f5ebad23890700b63,136
42899163,182680.631,lowres_wide/42899163_182680.631.png,lowres_depth/42899163_182680.631.png,confidence/42899163_182680.631.png,lowres_wide_intrinsics/42899163_182680.631.pincam,182680.63086083,0.00013917,182680.631,0.000,256,192,212.871,212.871,126.876,98.9451,0.0546900187682,-0.972470105951,-0.226519082812,0.0132960123871,-0.472969984608,-0.225023924377,0.851858924422,0.0137318154635,-0.879379551449,0.0605485465466,-0.472255733691,0.373551354563,0,0,0,1,4,0.013296012387,0.013731815464,0.373551354563,0,e2d3cc2730b5ec0ba6ca6582924db4bd98fd411bc0b6bb5f5ebad23890700b63,136
42899163,182681.031,lowres_wide/42899163_182681.031.png,lowres_depth/42899163_182681.031.png,confidence/42899163_182681.031.png,lowres_wide_intrinsics/42899163_182681.031.pincam,182681.03069487,0.00030513,182681.031,0.000,256,192,212.991,212.991,126.854,98.9354,0.0477168670306,-0.969089783629,-0.242049771466,0.0101665266611,-0.339522200178,-0.243633277825,0.908497386635,-0.00345837316693,-0.939386915061,0.0388306219652,-0.34065291223,0.437431374314,0,0,0,1,5,0.010166526661,-0.003458373167,0.437431374314,0,e2d3cc2730b5ec0ba6ca6582924db4bd98fd411bc0b6bb5f5ebad23890700b63,136
42899163,182681.530,lowres_wide/42899163_182681.530.png,lowres_depth/42899163_182681.530.png,confidence/42899163_182681.530.png,lowres_wide_intrinsics/42899163_182681.530.pincam,182681.53048771,0.00048771,182681.530,0.000,256,192,213.052,213.052,126.848,98.9284,0.0175038328324,-0.972634254856,-0.231681294275,0.0164940411788,-0.192365872172,-0.23066374398,0.953828919899,-0.0357987752803,-0.981167155514,0.0278719122745,-0.191139136355,0.513143116073,0,0,0,1,6,0.016494041179,-0.035798775280,0.513143116073,0,e2d3cc2730b5ec0ba6ca6582924db4bd98fd411bc0b6bb5f5ebad23890700b63,136
42899163,182682.130,lowres_wide/42899163_182682.130.png,lowres_depth/42899163_182682.130.png,confidence/42899163_182682.130.png,lowres_wide_intrinsics/42899163_182682.130.pincam,182682.13023879,0.00023879,182682.130,0.000,256,192,213.112,213.112,126.856,98.922,-0.00863470721192,-0.98830102768,-0.152271207123,0.0374452185132,-0.0591257271381,-0.151505864117,0.986686435261,-0.077078666125,-0.998213198782,0.0175228943218,-0.0571258081154,0.565150815849,0,0,0,1,7,0.037445218513,-0.077078666125,0.565150815849,0,e2d3cc2730b5ec0ba6ca6582924db4bd98fd411bc0b6bb5f5ebad23890700b63,136
42899163,182682.747,lowres_wide/42899163_182682.747.png,lowres_depth/42899163_182682.747.png,confidence/42899163_182682.747.png,lowres_wide_intrinsics/42899163_182682.747.pincam,182682.74664992,0.00035008,182682.747,0.000,256,192,213.172,213.172,126.863,98.9198,-0.0100016247703,-0.999800453743,-0.017292200466,0.08275005547,0.000884677217664,-0.017301905983,0.999849919436,-0.100487809449,-0.999949591154,0.00998482570506,0.00105754785509,0.567973096588,0,0,0,1,8,0.082750055470,-0.100487809449,0.567973096588,0,e2d3cc2730b5ec0ba6ca6582924db4bd98fd411bc0b6bb5f5ebad23890700b63,136
42899163,182683.346,lowres_wide/42899163_182683.346.png,lowres_depth/42899163_182683.346.png,confidence/42899163_182683.346.png,lowres_wide_intrinsics/42899163_182683.346.pincam,182683.34640121,0.00040121,182683.346,0.000,256,192,213.112,213.112,126.862,98.9361,-0.0502568087965,-0.992136149172,0.114630339245,0.127065194335,-0.0196345864138,0.115734686393,0.993086081557,-0.104884645911,-0.998543307116,0.0476586180177,-0.0252966389603,0.557585706598,0,0,0,1,9,0.127065194335,-0.104884645911,0.557585706598,0,e2d3cc2730b5ec0ba6ca6582924db4bd98fd411bc0b6bb5f5ebad23890700b63,136
