video_id,timestamp,rgb,depth,confidence,intrinsics,pose_timestamp,pose_delta_s,intrinsics_timestamp,intrinsics_delta_s,width,height,fx,fy,cx,cy,c2w_00,c2w_01,c2w_02,c2w_03,c2w_10,c2w_11,c2w_12,c2w_13,c2w_20,c2w_21,c2w_22,c2w_23,c2w_30,c2w_31,c2w_32,c2w_33,keyframe_index,v1_group_id,v1_group_hash,split
48018874,653437.111,lowres_wide/48018874_653437.111.png,lowres_depth/48018874_653437.111.png,confidence/48018874_653437.111.png,lowres_wide_intrinsics/48018874_653437.111.pincam,653437.11087983,0.00012017,653437.111,0.000,256,192,213.474,213.474,126.881,97.8673,0.0776529891906,0.892719802262,-0.443870891046,-2.53558766837,0.332989313938,-0.442871883864,-0.832455771369,2.78962368265,-0.939727689319,-0.0831615844708,-0.331656480105,0.488864933583,0,0,0,1,85,4,2bf3e0e1018aff9a9cac8e293aab5658c713f5f6e75c1fea91bf543ec64948f4,HELDOUT
48018874,653437.311,lowres_wide/48018874_653437.311.png,lowres_depth/48018874_653437.311.png,confidence/48018874_653437.311.png,lowres_wide_intrinsics/48018874_653437.311.pincam,653437.31079900,0.00020100,653437.311,0.000,256,192,213.353,213.353,126.92,97.867,0.201132015849,0.867458151731,-0.455040951119,-2.64273099173,0.514870868041,-0.488809077255,-0.704253984891,2.73357188876,-0.833339007513,-0.092639305846,-0.544944086645,0.413827645646,0,0,0,1,86,4,2bf3e0e1018aff9a9cac8e293aab5658c713f5f6e75c1fea91bf543ec64948f4,HELDOUT
48018874,653437.511,lowres_wide/48018874_653437.511.png,lowres_depth/48018874_653437.511.png,confidence/48018874_653437.511.png,lowres_wide_intrinsics/48018874_653437.511.pincam,653437.51071829,0.00028171,653437.511,0.000,256,192,213.233,213.233,126.981,97.8927,0.33235230785,0.865018385607,-0.375879150831,-2.74305026703,0.619644911411,-0.500716670363,-0.604419556089,2.70806620325,-0.7110429855,-0.0320313687417,-0.702418581892,0.324906314423,0,0,0,1,87,4,2bf3e0e1018aff9a9cac8e293aab5658c713f5f6e75c1fea91bf543ec64948f4,HELDOUT
48018874,653437.711,lowres_wide/48018874_653437.711.png,lowres_depth/48018874_653437.711.png,confidence/48018874_653437.711.png,lowres_wide_intrinsics/48018874_653437.711.pincam,653437.71063733,0.00036267,653437.711,0.000,256,192,213.112,213.112,127.071,97.9055,0.425334820372,0.856353192433,-0.292830156215,-2.84975210193,0.718559202163,-0.516246262208,-0.466006941732,2.7024253011,-0.550239005856,-0.0122068245649,-0.834917977929,0.231733425883,0,0,0,1,88,4,2bf3e0e1018aff9a9cac8e293aab5658c713f5f6e75c1fea91bf543ec64948f4,HELDOUT
48018874,653437.911,lowres_wide/48018874_653437.911.png,lowres_depth/48018874_653437.911.png,confidence/48018874_653437.911.png,lowres_wide_intrinsics/48018874_653437.911.pincam,653437.91055658,0.00044342,653437.911,0.000,256,192,213.112,213.112,127.137,97.9162,0.46170482557,0.859540792473,-0.219130737506,-2.96003908633,0.769420927708,-0.510999105994,-0.383237980476,2.71326682578,-0.441384288405,0.00833904958641,-0.897279427046,0.16923563012,0,0,0,1,89,4,2bf3e0e1018aff9a9cac8e293aab5658c713f5f6e75c1fea91bf543ec64948f4,HELDOUT
48018874,653438.110,lowres_wide/48018874_653438.110.png,lowres_depth/48018874_653438.110.png,confidence/48018874_653438.110.png,lowres_wide_intrinsics/48018874_653438.110.pincam,653438.11047492,0.00047492,653438.110,0.000,256,192,213.112,213.112,127.174,97.9255,0.413241485772,0.899373558406,-0.142683835375,-3.04293607815,0.826355828781,-0.436199232441,-0.356182921906,2.69767179124,-0.38258008139,0.0292819408197,-0.923458201147,0.147483848556,0,0,0,1,90,4,2bf3e0e1018aff9a9cac8e293aab5658c713f5f6e75c1fea91bf543ec64948f4,HELDOUT
48018874,653438.310,lowres_wide/48018874_653438.310.png,lowres_depth/48018874_653438.310.png,confidence/48018874_653438.310.png,lowres_wide_intrinsics/48018874_653438.310.pincam,653438.31039471,0.00039471,653438.310,0.000,256,192,213.172,213.172,127.134,97.9109,0.342168204705,0.922355389786,-0.17939190233,-3.0858317136,0.823778732841,-0.386298888319,-0.414923810118,2.63411513215,-0.452006105056,-0.00580549878557,-0.891995951323,0.18615794635,0,0,0,1,91,4,2bf3e0e1018aff9a9cac8e293aab5658c713f5f6e75c1fea91bf543ec64948f4,HELDOUT
48018874,653438.510,lowres_wide/48018874_653438.510.png,lowres_depth/48018874_653438.510.png,confidence/48018874_653438.510.png,lowres_wide_intrinsics/48018874_653438.510.pincam,653438.51031338,0.00031338,653438.510,0.000,256,192,213.172,213.172,127.027,97.9027,0.267508766349,0.934666333768,-0.234174944107,-3.10969110485,0.724255978747,-0.355339264322,-0.590920709132,2.53552797171,-0.635525245113,-0.0115261334327,-0.771994048599,0.26841366715,0,0,0,1,92,4,2bf3e0e1018aff9a9cac8e293aab5658c713f5f6e75c1fea91bf543ec64948f4,HELDOUT
48018874,653438.610,lowres_wide/48018874_653438.610.png,lowres_depth/48018874_653438.610.png,confidence/48018874_653438.610.png,lowres_wide_intrinsics/48018874_653438.610.pincam,653438.61027300,0.00027300,653438.610,0.000,256,192,213.293,213.293,126.965,97.8959,0.215645034084,0.937719431009,-0.272359115844,-3.11606962311,0.625752841997,-0.346830844141,-0.698671415105,2.48235274029,-0.749620303892,-0.0197644696592,-0.661572948156,0.32353358191,0,0,0,1,93,4,2bf3e0e1018aff9a9cac8e293aab5658c713f5f6e75c1fea91bf543ec64948f4,HELDOUT
48018874,653438.710,lowres_wide/48018874_653438.710.png,lowres_depth/48018874_653438.710.png,confidence/48018874_653438.710.png,lowres_wide_intrinsics/48018874_653438.710.pincam,653438.71023267,0.00023267,653438.710,0.000,256,192,213.353,213.353,126.921,97.8903,0.160140227819,0.941795393925,-0.295595235781,-3.1175616355,0.51895364954,-0.33506272578,-0.78639689688,2.43191446722,-0.839667920706,-0.0274664481727,-0.542405178037,0.381589971089,0,0,0,1,94,4,2bf3e0e1018aff9a9cac8e293aab5658c713f5f6e75c1fea91bf543ec64948f4,HELDOUT
