video_id,timestamp,rgb,depth,confidence,intrinsics,pose_timestamp,pose_delta_s,intrinsics_timestamp,intrinsics_delta_s,width,height,fx,fy,cx,cy,c2w_00,c2w_01,c2w_02,c2w_03,c2w_10,c2w_11,c2w_12,c2w_13,c2w_20,c2w_21,c2w_22,c2w_23,c2w_30,c2w_31,c2w_32,c2w_33,keyframe_index,v1_group_id,v1_group_hash,split
48018874,653418.418,lowres_wide/48018874_653418.418.png,lowres_depth/48018874_653418.418.png,confidence/48018874_653418.418.png,lowres_wide_intrinsics/48018874_653418.418.pincam,653418.41844383,0.00044383,653418.418,0.000,256,192,212.027,212.027,127.255,97.8939,0.153256613137,-0.987527820399,0.0360723504619,0.0604542769929,-0.946842390843,-0.136298420691,0.291397027131,0.116343135901,-0.282846066675,-0.0788133520109,-0.955921836821,0.00834165670038,0,0,0,1,0,0,35c8aa07359d53bf434e138c7c9c17a7a002b62283ae096a63bbac1b2ccc6b42,TRAIN
48018874,653418.602,lowres_wide/48018874_653418.602.png,lowres_depth/48018874_653418.602.png,confidence/48018874_653418.602.png,lowres_wide_intrinsics/48018874_653418.602.pincam,653418.60170321,0.00029679,653418.602,0.000,256,192,212.027,212.027,127.22,97.8918,0.344360813998,-0.937073017987,-0.0575307634458,0.0766349776517,-0.88348547103,-0.344178962822,0.317795947158,0.252924462149,-0.3175988858,-0.0586088774069,-0.946412144484,0.0131234582198,0,0,0,1,1,0,35c8aa07359d53bf434e138c7c9c17a7a002b62283ae096a63bbac1b2ccc6b42,TRAIN
48018874,653418.702,lowres_wide/48018874_653418.702.png,lowres_depth/48018874_653418.702.png,confidence/48018874_653418.702.png,lowres_wide_intrinsics/48018874_653418.702.pincam,653418.70166279,0.00033721,653418.702,0.000,256,192,212.027,212.027,127.188,97.909,0.441134136725,-0.880428032602,-0.17391708606,0.0895997117553,-0.820588687458,-0.474175698279,0.319047979428,0.326915306677,-0.363366040558,0.00197143839797,-0.931644370991,0.0296188632898,0,0,0,1,2,0,35c8aa07359d53bf434e138c7c9c17a7a002b62283ae096a63bbac1b2ccc6b42,TRAIN
48018874,653418.802,lowres_wide/48018874_653418.802.png,lowres_depth/48018874_653418.802.png,confidence/48018874_653418.802.png,lowres_wide_intrinsics/48018874_653418.802.pincam,653418.80162225,0.00037775,653418.802,0.000,256,192,212.027,212.027,127.19,97.9082,0.570588333276,-0.791167133365,-0.220189738664,0.0901319185971,-0.740279958095,-0.611588802354,0.279185817115,0.410614720927,-0.355548221164,0.00370188044928,-0.934650607719,0.0582885008907,0,0,0,1,3,0,35c8aa07359d53bf434e138c7c9c17a7a002b62283ae096a63bbac1b2ccc6b42,TRAIN
48018874,653418.902,lowres_wide/48018874_653418.902.png,lowres_depth/48018874_653418.902.png,confidence/48018874_653418.902.png,lowres_wide_intrinsics/48018874_653418.902.pincam,653418.90158196,0.00041804,653418.902,0.000,256,192,212.027,212.027,127.156,97.8942,0.64985192693,-0.70715903536,-0.278601097941,0.081394339513,-0.634712984067,-0.706557092867,0.312916126745,0.46023816025,-0.418129048168,-0.0265174136946,-0.908000509828,0.0995844045818,0,0,0,1,4,0,35c8aa07359d53bf434e138c7c9c17a7a002b62283ae096a63bbac1b2ccc6b42,TRAIN
48018874,653419.002,lowres_wide/48018874_653419.002.png,lowres_depth/48018874_653419.002.png,confidence/48018874_653419.002.png,lowres_wide_intrinsics/48018874_653419.002.pincam,653419.00154146,0.00045854,653419.002,0.000,256,192,212.088,212.088,127.109,97.8947,0.69185478292,-0.615244888714,-0.377903011715,0.0654654593646,-0.52740683576,-0.788073908593,0.317461090827,0.492990913646,-0.493131817008,-0.0203283424472,-0.869717062928,0.12993850963,0,0,0,1,5,0,35c8aa07359d53bf434e138c7c9c17a7a002b62283ae096a63bbac1b2ccc6b42,TRAIN
48018874,653419.102,lowres_wide/48018874_653419.102.png,lowres_depth/48018874_653419.102.png,confidence/48018874_653419.102.png,lowres_wide_intrinsics/48018874_653419.102.pincam,653419.10150104,0.00049896,653419.102,0.000,256,192,212.088,212.088,127.083,97.8962,0.739686435823,-0.485325792162,-0.466178991507,0.0395490987969,-0.403452280695,-0.874255927573,0.270005241254,0.52864863979,-0.538600254234,-0.0116382372214,-0.842481048792,0.142856287041,0,0,0,1,6,0,35c8aa07359d53bf434e138c7c9c17a7a002b62283ae096a63bbac1b2ccc6b42,TRAIN
48018874,653419.201,lowres_wide/48018874_653419.201.png,lowres_depth/48018874_653419.201.png,confidence/48018874_653419.201.png,lowres_wide_intrinsics/48018874_653419.201.pincam,653419.20146054,0.00046054,653419.201,0.000,256,192,212.148,212.148,127.06,97.9007,0.771236336463,-0.327448981187,-0.545867821033,0.00787248943434,-0.269165738592,-0.944863797307,0.186499891976,0.563793467633,-0.576839941828,0.00309342178369,-0.816851340364,0.13928762375,0,0,0,1,7,0,35c8aa07359d53bf434e138c7c9c17a7a002b62283ae096a63bbac1b2ccc6b42,TRAIN
48018874,653419.301,lowres_wide/48018874_653419.301.png,lowres_depth/48018874_653419.301.png,confidence/48018874_653419.301.png,lowres_wide_intrinsics/48018874_653419.301.pincam,653419.30142017,0.00042017,653419.301,0.000,256,192,212.088,212.088,127.047,97.8932,0.789110977338,-0.173988342629,-0.589094153828,-0.0272567677013,-0.129841693055,-0.984621876979,0.116879827679,0.597643261223,-0.600370718964,-0.015742172749,-0.79956687263,0.12804650542,0,0,0,1,8,0,35c8aa07359d53bf434e138c7c9c17a7a002b62283ae096a63bbac1b2ccc6b42,TRAIN
48018874,653419.401,lowres_wide/48018874_653419.401.png,lowres_depth/48018874_653419.401.png,confidence/48018874_653419.401.png,lowres_wide_intrinsics/48018874_653419.401.pincam,653419.40137967,0.00037967,653419.401,0.000,256,192,212.148,212.148,127.034,97.893,0.781594166135,-0.00511919711093,-0.623766264946,-0.060041359538,0.00490527568883,-0.999884966822,0.014352400247,0.622754296277,-0.623767983896,-0.0142774977981,-0.781479145802,0.124090699052,0,0,0,1,9,0,35c8aa07359d53bf434e138c7c9c17a7a002b62283ae096a63bbac1b2ccc6b42,TRAIN
