source_run_id,trial_id,step_id,map_snapshot_id,candidate_count,candidate_ids,candidate_roles,distinct_H1_endpoint_count,L2_statuses,has_L2_status_disagreement,has_PASS_and_FAIL,has_PASS_and_UNKNOWN,all_same_status
PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:0531022292ad1eb4b8a1cf53466125c2f1e3433546e2c0f69bd3929c1229d155,ONE_STEP:0,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,2,"[""ALT-01-OUTWARD"",""PRIMARY-CBF-FILTERED""]","[""EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE"",""LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE""]",2,"[""PASS""]",False,False,False,True
PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:298541153911bb2c154c7fe120cd5cabd2a748c130ef9ba7b660c604056f7965,ONE_STEP:0,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,2,"[""ALT-01-OUTWARD"",""PRIMARY-CBF-FILTERED""]","[""EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE"",""LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE""]",2,"[""PASS""]",False,False,False,True
PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:31be8c87d4f6f992b3522a54c33f7e6e40e89379d1fd6c01c89ee435aac35228,ONE_STEP:0,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,2,"[""ALT-01-OUTWARD"",""PRIMARY-CBF-FILTERED""]","[""EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE"",""LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE""]",2,"[""PASS""]",False,False,False,True
PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:31f5fbf83b22b8affbd826c191e1c9afd9703870163a16ef3d0c2359c6414d8d,ONE_STEP:0,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,2,"[""ALT-01-OUTWARD"",""PRIMARY-CBF-FILTERED""]","[""EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE"",""LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE""]",2,"[""PASS""]",False,False,False,True
PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:3fde220d847d1f9f8d7c1556c5f6d6b037ebe6ab6799fcc3ba48e3efca5e4b89,ONE_STEP:0,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,2,"[""ALT-01-OUTWARD"",""PRIMARY-CBF-FILTERED""]","[""EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE"",""LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE""]",2,"[""PASS""]",False,False,False,True
PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:54e827db44a49c92403af8c44840d73ea0540be2040a456c80d1bf0a80325a1d,ONE_STEP:0,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,2,"[""ALT-01-OUTWARD"",""PRIMARY-CBF-FILTERED""]","[""EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE"",""LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE""]",2,"[""PASS""]",False,False,False,True
PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:582f03c9a2af338510502189d48da808781b6f85986da9e106a7a2fdb5b61055,ONE_STEP:0,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,2,"[""ALT-01-OUTWARD"",""PRIMARY-CBF-FILTERED""]","[""EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE"",""LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE""]",2,"[""PASS""]",False,False,False,True
PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:6c3a9b360259f057628995472c40aeebf9cb55cf86199fc9ba3d05eb5b7f1323,ONE_STEP:0,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,2,"[""ALT-01-OUTWARD"",""PRIMARY-CBF-FILTERED""]","[""EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE"",""LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE""]",2,"[""PASS""]",False,False,False,True
PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:6f7e8bac31caf6b08d7a9143adaaeab64708d357fbacd5cd15574dde20d4b871,ONE_STEP:0,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,2,"[""ALT-01-OUTWARD"",""PRIMARY-CBF-FILTERED""]","[""EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE"",""LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE""]",2,"[""PASS""]",False,False,False,True
PR87_ACTIVATED_ONE_STEP,E1_REPLICA_GT_FINE:B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES:75a77d2806cc6cc0d83f5cfec715519cffffae27a07827df97c8b60e904eb7e2,ONE_STEP:0,3b318a98a454ec5c36410b3c41dfb3dd4a25b7b5a1899f1f2c939fbf24ad0e55,2,"[""ALT-01-OUTWARD"",""PRIMARY-CBF-FILTERED""]","[""EXECUTED_OR_SELECTED_HISTORICAL_CANDIDATE"",""LOGGED_NONEXECUTED_HISTORICAL_CANDIDATE""]",2,"[""PASS""]",False,False,False,True
